# time (s)	h_+ (strain)	h_x (strain)
-0.195312500	-1.322499647051707661e-23	-1.608113275764468356e-22
-0.195251465	-1.128166249748662872e-23	-1.613147845145267687e-22
-0.195190430	-9.327980822713803729e-24	-1.617942526269687263e-22
-0.195129395	-7.364307429937659570e-24	-1.622495628537162601e-22
-0.195068360	-5.391000220738292798e-24	-1.626805553408506491e-22
-0.195007325	-3.408418493717233380e-24	-1.630870794072723113e-22
-0.194946289	-1.416922747571107878e-24	-1.634689936055601900e-22
-0.194885254	5.831261598175225171e-25	-1.638261653991858954e-22
-0.194824219	2.591366924520721495e-24	-1.641584713782178581e-22
-0.194763184	4.607438641518792475e-24	-1.644657968302241374e-22
-0.194702149	6.630980888093045203e-24	-1.647480358038281098e-22
-0.194641114	8.661634263663959155e-24	-1.650050908386930905e-22
-0.194580079	1.069904073429190235e-23	-1.652368727573293066e-22
-0.194519043	1.274284399566677760e-23	-1.654433005235380461e-22
-0.194458008	1.479268975275305047e-23	-1.656243009336850878e-22
-0.194396973	1.684822610069054399e-23	-1.657798083653668436e-22
-0.194335938	1.890910378325423721e-23	-1.659097646031136986e-22
-0.194274903	2.097497654626240999e-23	-1.660141183832927649e-22
-0.194213868	2.304550134798448944e-23	-1.660928252425371955e-22
-0.194152832	2.512033859314153815e-23	-1.661458470917304803e-22
-0.194091797	2.719915237451416570e-23	-1.661731519300058493e-22
-0.194030762	2.928161067555035884e-23	-1.661747135028937076e-22
-0.193969727	3.136738554706955385e-23	-1.661505109419801429e-22
-0.193908692	3.345615324149995372e-23	-1.661005283903135510e-22
-0.193847657	3.554759430176019501e-23	-1.660247546647891168e-22
-0.193786621	3.764139377041533988e-23	-1.659231828310960755e-22
-0.193725586	3.973724117783240689e-23	-1.657958098526206839e-22
-0.193664551	4.183483054882482930e-23	-1.656426362778677901e-22
-0.193603516	4.393386057030465679e-23	-1.654636657218078998e-22
-0.193542481	4.603403450326755691e-23	-1.652589046070321914e-22
-0.193481446	4.813506009044447434e-23	-1.650283617240627101e-22
-0.193420411	5.023664966916112557e-23	-1.647720479027887192e-22
-0.193359375	5.233851994870049733e-23	-1.644899755926139723e-22
-0.193298340	5.444039199893985997e-23	-1.641821585824264991e-22
-0.193237305	5.654199105217257611e-23	-1.638486115431902441e-22
-0.193176270	5.864304645476725910e-23	-1.634893498397817105e-22
-0.193115235	6.074329138675237307e-23	-1.631043890200407464e-22
-0.193054200	6.284246277591975745e-23	-1.626937447028740147e-22
-0.192993164	6.494030101577218658e-23	-1.622574320931132406e-22
-0.192932129	6.703654976801925393e-23	-1.617954658443889987e-22
-0.192871094	6.913095568774716904e-23	-1.613078597209374156e-22
-0.192810059	7.122326822437389776e-23	-1.607946263520441017e-22
-0.192749024	7.331323921547053698e-23	-1.602557770716141867e-22
-0.192687989	7.540062274636102167e-23	-1.596913215809419865e-22
-0.192626954	7.748517469011375770e-23	-1.591012679443776607e-22
-0.192565918	7.956665250840046556e-23	-1.584856222671191329e-22
-0.192504883	8.164481483684346333e-23	-1.578443886294415834e-22
-0.192443848	8.371942120363730184e-23	-1.571775689757638841e-22
-0.192382813	8.579023159659971311e-23	-1.564851630053520741e-22
-0.192321778	8.785700618025250161e-23	-1.557671681144451650e-22
-0.192260743	8.991950496042084434e-23	-1.550235793410772483e-22
-0.192199707	9.197748732432122019e-23	-1.542543893540996940e-22
-0.192138672	9.403071174184967554e-23	-1.534595884752330492e-22
-0.192077637	9.607893541602553935e-23	-1.526391647072819113e-22
-0.192016602	9.812191386140535833e-23	-1.517931037871942980e-22
-0.191955567	1.001594005749414694e-22	-1.509213892524099344e-22
-0.191894532	1.021911467409295324e-22	-1.500240026242087830e-22
-0.191833496	1.042169008230965677e-22	-1.491009234418000040e-22
-0.191772461	1.062364081387778452e-22	-1.481521294709964651e-22
-0.191711426	1.082494107755241186e-22	-1.471775969166448139e-22
-0.191650391	1.102556470603153318e-22	-1.461773005564776090e-22
-0.191589356	1.122548513020637858e-22	-1.451512140433880255e-22
-0.191528321	1.142467535922803895e-22	-1.440993100804968859e-22
-0.191467286	1.162310794002441852e-22	-1.430215607393162877e-22
-0.191406250	1.182075494451206004e-22	-1.419179377354464747e-22
-0.191345215	1.201758793440940467e-22	-1.407884127212208919e-22
-0.191284180	1.221357794900713689e-22	-1.396329576327587617e-22
-0.191223145	1.240869547810886872e-22	-1.384515449891583006e-22
-0.191162110	1.260291044799111047e-22	-1.372441482798012312e-22
-0.191101075	1.279619220254841655e-22	-1.360107423494424743e-22
-0.191040039	1.298850950021189760e-22	-1.347513036889292742e-22
-0.190979004	1.317983048140100439e-22	-1.334658109360392808e-22
-0.190917969	1.337012268843764345e-22	-1.321542451903700954e-22
-0.190856934	1.355935303592537454e-22	-1.308165904425327588e-22
-0.190795899	1.374748781783683287e-22	-1.294528340171156385e-22
-0.190734864	1.393449270953595549e-22	-1.280629669149221797e-22
-0.190673829	1.412033275608758653e-22	-1.266469842880978231e-22
-0.190612793	1.430497239831530941e-22	-1.252048858561308722e-22
-0.190551758	1.448837545454363089e-22	-1.237366762943125635e-22
-0.190490723	1.467050515120100795e-22	-1.222423656432860691e-22
-0.190429688	1.485132411719613231e-22	-1.207219697557659472e-22
-0.190368653	1.503079441974022739e-22	-1.191755106955908268e-22
-0.190307618	1.520887755279146870e-22	-1.176030170706685464e-22
-0.190246582	1.538553449057657694e-22	-1.160045245586105846e-22
-0.190185547	1.556072567701746262e-22	-1.143800760729879623e-22
-0.190124512	1.573441107359058519e-22	-1.127297224043288763e-22
-0.190063477	1.590655017257735103e-22	-1.110535223081336980e-22
-0.190002442	1.607710203069085031e-22	-1.093515429966130364e-22
-0.189941407	1.624602530249074153e-22	-1.076238604711995429e-22
-0.189880371	1.641327826399515259e-22	-1.058705597177409111e-22
-0.189819336	1.657881885915337039e-22	-1.040917351020858877e-22
-0.189758301	1.674260472567256139e-22	-1.022874905814069354e-22
-0.189697266	1.690459324368602125e-22	-1.004579399784045087e-22
-0.189636231	1.706474155967322482e-22	-9.860320722628534282e-23
-0.189575196	1.722300664662587753e-22	-9.672342644551076228e-23
-0.189514161	1.737934532787166884e-22	-9.481874234277714267e-23
-0.189453125	1.753371433138549667e-22	-9.288931016768248703e-23
-0.189392090	1.768607033562660006e-22	-9.093529600563629625e-23
-0.189331055	1.783637000279936932e-22	-8.895687671278721109e-23
-0.189270020	1.798457003624605838e-22	-8.695424017072724734e-23
-0.189208985	1.813062721962019985e-22	-8.492758526431952727e-23
-0.189147950	1.827449846072077055e-22	-8.287712183624633302e-23
-0.189086914	1.841614085061824080e-22	-8.080307084766777509e-23
-0.189025879	1.855551169471982445e-22	-7.870566430533738104e-23
-0.188964844	1.869256856555921863e-22	-7.658514509316748478e-23
-0.188903809	1.882726935223522541e-22	-7.444176709003595384e-23
-0.188842774	1.895957230120294807e-22	-7.227579491898798095e-23
-0.188781739	1.908943606103240297e-22	-7.008750394796733548e-23
-0.188720704	1.921681972770639184e-22	-6.787718000932121807e-23
-0.188659668	1.934168288597021769e-22	-6.564511932664802464e-23
-0.188598633	1.946398565091251235e-22	-6.339162835395059874e-23
-0.188537598	1.958368871570903972e-22	-6.111702338699861512e-23
-0.188476563	1.970075338018423691e-22	-5.882163049721050191e-23
-0.188415528	1.981514159318167298e-22	-5.650578523897528374e-23
-0.188354493	1.992681599298931846e-22	-5.416983225886484495e-23
-0.188293457	2.003573993578553068e-22	-5.181412514831232601e-23
-0.188232422	2.014187752785986171e-22	-4.943902600217694313e-23
-0.188171387	2.024519366051090892e-22	-4.704490523268711862e-23
-0.188110352	2.034565403908933862e-22	-4.463214100984949845e-23
-0.188049317	2.044322520528089543e-22	-4.220111909882824260e-23
-0.187988282	2.053787456039089536e-22	-3.975223242821171682e-23
-0.187927246	2.062957039550428875e-22	-3.728588062824671433e-23
-0.187866211	2.071828190217457140e-22	-3.480246970798037481e-23
-0.187805176	2.080397919299271643e-22	-3.230241168955016203e-23
-0.187744141	2.088663332379314654e-22	-2.978612408173091360e-23
-0.187683106	2.096621628881964981e-22	-2.725402961473428759e-23
-0.187622071	2.104270105344692950e-22	-2.470655566921868230e-23
-0.187561036	2.111606153750205067e-22	-2.214413397165526728e-23
-0.187500000	2.118627264205412580e-22	-1.956720015598632800e-23
-0.187438965	2.125331023966910917e-22	-1.697619327111683082e-23
-0.187377930	2.131715117558461419e-22	-1.437155549891013089e-23
-0.187316895	2.137777327321807304e-22	-1.175373154848300463e-23
-0.187255860	2.143515531895189008e-22	-9.123168468090442421e-24
-0.187194825	2.148927705991862242e-22	-6.480315171587623507e-24
-0.187133789	2.154011920569579828e-22	-3.825621862962048641e-24
-0.187072754	2.158766339444806859e-22	-1.159540019000170572e-24
-0.187011719	2.163189219870499677e-22	1.517478365003068676e-24
-0.186950684	2.167278910425286658e-22	4.204980778999801190e-24
-0.186889649	2.171033849158797676e-22	6.902514842942430307e-24
-0.186828614	2.174452561607956255e-22	9.609628447472813044e-24
-0.186767579	2.177533658782456856e-22	1.232587007545626432e-23
-0.186706543	2.180275835294686890e-22	1.505078921856020392e-23
-0.186645508	2.182677866829054783e-22	1.778393653007669759e-23
-0.186584473	2.184738606686871645e-22	2.052486410398970598e-23
-0.186523438	2.186456984692423069e-22	2.327312579169426397e-23
-0.186462403	2.187832003177405193e-22	2.602827731033004010e-23
-0.186401368	2.188862735147439394e-22	2.878987653898936196e-23
-0.186340332	2.189548319758062852e-22	3.155748357707289353e-23
-0.186279297	2.189887961461541576e-22	3.433066108209774741e-23
-0.186218262	2.189880925099600917e-22	3.710897416608245386e-23
-0.186157227	2.189526533451716739e-22	3.989199072093282483e-23
-0.186096192	2.188824164733332426e-22	4.267928135132329546e-23
-0.186035157	2.187773248297183247e-22	4.547041954831950853e-23
-0.185974121	2.186373262247069151e-22	4.826498167657088036e-23
-0.185913086	2.184623730104070038e-22	5.106254698259209953e-23
